epoch,acc,loss,val_acc,val_loss
0,0.0625,2.30423164368,0.0999,2.30412709656
1,0.09375,2.29889655113,0.1,2.30463446617
2,0.0625,2.29574966431,0.1,2.30527096405
3,0.25,2.26905965805,0.1,2.30792057495
4,0.125,2.26316404343,0.1,2.31221756287
5,0.0625,2.26504778862,0.1,2.31814247627
6,0.1875,2.23673915863,0.1005,2.32578053474
7,0.21875,2.2376241684,0.1182,2.33477421341
8,0.09375,2.20582413673,0.1241,2.34956813469
9,0.0625,2.20502567291,0.1009,2.36317541428
10,0.15625,2.15757846832,0.1,2.39334930649
11,0.25,2.14301252365,0.1,2.41804287338
12,0.25,2.11180996895,0.1001,2.43893314667
13,0.25,2.16272687912,0.1002,2.43481023102
14,0.21875,2.10906553268,0.1005,2.4678443058
15,0.1875,2.14760255814,0.1001,2.46041751633
16,0.21875,2.16128635406,0.1001,2.44688988838
17,0.3125,2.11300492287,0.1001,2.45383314362
18,0.25,2.09356856346,0.1002,2.48206261063
19,0.09375,2.15934991837,0.1004,2.46482877808
20,0.21875,2.07144546509,0.1014,2.49845908813
21,0.125,2.17767643929,0.1014,2.46445164032
22,0.1875,2.17747497559,0.1016,2.43787867355
23,0.21875,2.14034152031,0.1019,2.44238723297
24,0.1875,2.06744861603,0.1021,2.49053630295
25,0.28125,2.12304544449,0.1024,2.47454098129
26,0.25,2.05687856674,0.1028,2.50691166306
27,0.21875,2.0810251236,0.1034,2.51293345261
28,0.1875,2.21763730049,0.1035,2.45115280418
29,0.34375,2.0849647522,0.1026,2.47193166275
30,0.1875,2.13967561722,0.1032,2.45610878944
31,0.15625,2.1330010891,0.1031,2.44300458679
32,0.21875,2.08333849907,0.1044,2.47286607971
33,0.21875,2.14059352875,0.1056,2.46271562195
34,0.21875,2.11573600769,0.1076,2.45835398788
35,0.28125,2.06931805611,0.1067,2.48054023361
36,0.21875,2.07713460922,0.1083,2.48045338249
37,0.21875,2.14022707939,0.1066,2.45239353485
38,0.15625,2.11599898338,0.1095,2.46879472427
39,0.25,2.07919454575,0.1097,2.48207974396
40,0.15625,2.17834281921,0.1082,2.44640760269
41,0.15625,2.09357118607,0.109,2.46782821426
42,0.28125,2.09780311584,0.1144,2.4534268013
43,0.15625,2.15736985207,0.1107,2.43455756073
44,0.3125,2.03654718399,0.1078,2.47912857208
45,0.21875,2.03155493736,0.1131,2.50453622742
46,0.25,2.00996828079,0.1154,2.50684548607
47,0.25,1.99259269238,0.1121,2.54759766388
48,0.25,1.98522162437,0.1202,2.54798815994
49,0.34375,1.90543043613,0.1211,2.59288863792
50,0.1875,2.07074666023,0.1211,2.52337570381
51,0.28125,2.03178453445,0.1167,2.51048047829
52,0.21875,2.07291030884,0.119,2.50502769165
53,0.28125,1.97758388519,0.1192,2.56368980827
54,0.21875,2.07230305672,0.1299,2.49745192871
55,0.25,1.86822772026,0.1239,2.59745701141
56,0.3125,1.91288685799,0.1312,2.57596799545
57,0.25,1.98925876617,0.1273,2.5652660553
58,0.375,1.91003000736,0.1209,2.60638074646
59,0.28125,1.99168241024,0.1313,2.56333458252
60,0.25,2.01144552231,0.139,2.52511079102
61,0.25,1.95920729637,0.1413,2.55066492233
62,0.3125,1.97557401657,0.1437,2.54574120979
63,0.34375,1.88822245598,0.1426,2.62434137802
64,0.34375,1.84746837616,0.1439,2.66176435318
65,0.3125,1.93560171127,0.1425,2.57818078842
66,0.4375,1.81978189945,0.1404,2.67049103546
67,0.3125,1.89484119415,0.1407,2.65196779251
68,0.21875,2.00757932663,0.1433,2.5250728653
69,0.3125,1.84019303322,0.1447,2.63546875916
70,0.375,1.83315491676,0.1398,2.63391390991
71,0.34375,1.80842757225,0.1454,2.64006814423
72,0.3125,1.86130988598,0.1405,2.61794061737
73,0.375,1.79881632328,0.1438,2.71640055084
74,0.3125,1.8726131916,0.1436,2.67667097855
75,0.375,1.82616734505,0.148,2.64750122528
76,0.28125,1.82069337368,0.1496,2.63347841263
77,0.34375,1.91259896755,0.1438,2.59148885994
78,0.40625,1.826785326,0.1536,2.63047215462
79,0.5,1.7889534235,0.153,2.71313117905
80,0.34375,1.76387441158,0.1553,2.67413712769
81,0.375,1.72771501541,0.1586,2.675003405
82,0.375,1.84728193283,0.155,2.61352017097
83,0.4375,1.74720597267,0.1577,2.65941579742
84,0.375,1.76106393337,0.1591,2.73347705956
85,0.46875,1.66122472286,0.1538,2.75967740555
86,0.3125,1.74349546432,0.1515,2.68981028023
87,0.4375,1.68473541737,0.1537,2.74959003143
88,0.34375,1.61171913147,0.1554,2.81217805176
89,0.4375,1.58876609802,0.1566,2.76351933327
90,0.40625,1.67190909386,0.1572,2.73787717896
91,0.4375,1.57398104668,0.1566,2.80926963158
92,0.4375,1.63344049454,0.1608,2.65302974396
93,0.46875,1.56921505928,0.162,2.76600200653
94,0.46875,1.55963206291,0.1606,2.81501017647
95,0.46875,1.53433561325,0.1608,2.82506109085
96,0.46875,1.50269722939,0.1634,2.912410112
97,0.375,1.55557131767,0.1654,2.71772468796
98,0.53125,1.44801080227,0.1628,2.80803319588
99,0.59375,1.3972556591,0.1633,2.96202896233
